FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.13934855,13934855,POINT (16.339043512292058 48.208684669405415),Thaliastraße (Innerer Gürtel),Thaliastraße (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Thaliastraße&start=1,
OEFFHALTESTOGD.13934856,13934856,POINT (16.339043512292058 48.208684669405415),Thaliastraße (Innerer Gürtel),Thaliastraße (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Thaliastraße&start=1,
OEFFHALTESTOGD.13934857,13934857,POINT (16.337938612755693 48.20845116964937),Thaliastraße (Äußerer Gürtel),Thaliastraße (Äußerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Thaliastraße&start=1,
OEFFHALTESTOGD.13934858,13934858,POINT (16.337938612755693 48.20845116964937),Thaliastraße (Äußerer Gürtel),Thaliastraße (Äußerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Thaliastraße&start=1,
OEFFHALTESTOGD.13934859,13934859,POINT (16.338010413129357 48.20136256993814),Urban-Loritz-Platz (Innerer Gürtel),Urban-Loritz-Platz (Innerer Gürtel),"N49,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Urban-Loritz-Platz&start=1,
OEFFHALTESTOGD.13934860,13934860,POINT (16.338010413129357 48.20136256993814),Urban-Loritz-Platz (Innerer Gürtel),Urban-Loritz-Platz (Innerer Gürtel),"N49,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Urban-Loritz-Platz&start=1,
OEFFHALTESTOGD.13934861,13934861,POINT (16.337085212591628 48.20112906939427),Urban-Loritz-Platz (Äußerer Gürtel),Urban-Loritz-Platz (Äußerer Gürtel),"N49,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Urban-Loritz-Platz&start=1,
OEFFHALTESTOGD.13934862,13934862,POINT (16.337085212591628 48.20112906939427),Urban-Loritz-Platz (Äußerer Gürtel),Urban-Loritz-Platz (Äußerer Gürtel),"N49,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Urban-Loritz-Platz&start=1,
OEFFHALTESTOGD.13934863,13934863,POINT (16.373817312678767 48.2419530693557),Lorenz-Müller-Gasse,Lorenz-Müller-Gasse,"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Lorenz-Müller-Gasse&start=1,
OEFFHALTESTOGD.13934864,13934864,POINT (16.373673512131358 48.24220436929197),Lorenz-Müller-Gasse,Lorenz-Müller-Gasse,"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Lorenz-Müller-Gasse&start=1,
OEFFHALTESTOGD.13934865,13934865,POINT (16.318957112896122 48.167480669985366),Sonnergasse,Sonnergasse,"62A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Sonnergasse&start=1,
OEFFHALTESTOGD.13934866,13934866,POINT (16.31941531203285 48.1681876698763),Sonnergasse,Sonnergasse,"62A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Sonnergasse&start=1,
OEFFHALTESTOGD.13934867,13934867,POINT (16.338288911864982 48.19747066938975),Westbahnhof (Europaplatz),Westbahnhof (Europaplatz),"N49,N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Westbahnhof&start=1,
OEFFHALTESTOGD.13934868,13934868,POINT (16.338288911864982 48.19747066938975),Westbahnhof (Europaplatz),Westbahnhof (Europaplatz),"N49,N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Westbahnhof&start=1,
OEFFHALTESTOGD.13934869,13934869,POINT (16.33971721289578 48.19680596962912),Westbahnhof (Neubaugürtel),Westbahnhof (Neubaugürtel),"N49,N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Westbahnhof&start=1,
OEFFHALTESTOGD.13934870,13934870,POINT (16.33971721289578 48.19680596962912),Westbahnhof (Neubaugürtel),Westbahnhof (Neubaugürtel),"N49,N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Westbahnhof&start=1,
OEFFHALTESTOGD.13934871,13934871,POINT (16.38383351256573 48.24103177008853),Handelskai (Engerthstraße),Handelskai (Engerthstraße),"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Handelskai&start=1,
OEFFHALTESTOGD.13934872,13934872,POINT (16.38383351256573 48.24103177008853),Handelskai (Engerthstraße),Handelskai (Engerthstraße),"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Handelskai&start=1,
OEFFHALTESTOGD.13934873,13934873,POINT (16.32799421299865 48.17259106942737),Wienerbergbrücke (Breitenfurter Straße),Wienerbergbrücke (Breitenfurter Straße),"62A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienerbergbrücke&start=1,
OEFFHALTESTOGD.13934874,13934874,POINT (16.327033012989403 48.17218366938602),Wienerbergbrücke,Wienerbergbrücke,"62A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Wienerbergbrücke&start=1,
OEFFHALTESTOGD.13934875,13934875,POINT (16.320601112040173 48.152392169670975),Steinsee,Steinsee,"64B,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.13934876,13934876,POINT (16.319873412264275 48.15194866926085),Steinsee,Steinsee,"64A,64B,66A,67B,N64,N66,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Steinsee&start=1,
OEFFHALTESTOGD.13934877,13934877,POINT (16.33378831216777 48.18810476936503),Stiegergasse,Stiegergasse,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.13934878,13934878,POINT (16.33377041250689 48.18825446976282),Stiegergasse,Stiegergasse,"57A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Stiegergasse&start=1,
OEFFHALTESTOGD.13934879,13934879,POINT (16.31709761192938 48.15054626973027),Alterlaa (Erlaaer Schleife),Alterlaa (Erlaaer Schleife),"60A,66A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.13934880,13934880,POINT (16.31709761192938 48.15054626973027),Alterlaa (Erlaaer Schleife),Alterlaa (Erlaaer Schleife),"60A,66A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.13934881,13934881,POINT (16.31707971202997 48.15028856973636),Alterlaa (Erlaaer Schleife),Alterlaa (Erlaaer Schleife),"64B,N64,N66,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.13934882,13934882,POINT (16.31707971202997 48.15028856973636),Alterlaa (Erlaaer Schleife),Alterlaa (Erlaaer Schleife),"64B,N64,N66,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Alterlaa&start=1,
OEFFHALTESTOGD.13934883,13934883,POINT (16.349715512572985 48.224247269903636),Währinger Straße-Volksoper (Innerer Gürtel),Währinger Straße-Volksoper (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Währinger%20Straße-Volksoper&start=1,
OEFFHALTESTOGD.13934884,13934884,POINT (16.349715512572985 48.224247269903636),Währinger Straße-Volksoper (Innerer Gürtel),Währinger Straße-Volksoper (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Währinger%20Straße-Volksoper&start=1,
OEFFHALTESTOGD.13934885,13934885,POINT (16.348871011936374 48.224857769750656),Währinger Straße-Volksoper (Gürtel/Schulgasse),Währinger Straße-Volksoper (Gürtel/Schulgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Währinger%20Straße-Volksoper&start=1,
OEFFHALTESTOGD.13934886,13934886,POINT (16.348871011936374 48.224857769750656),Währinger Straße-Volksoper (Gürtel/Schulgasse),Währinger Straße-Volksoper (Gürtel/Schulgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Währinger%20Straße-Volksoper&start=1,
OEFFHALTESTOGD.13934887,13934887,POINT (16.337920613018728 48.17883306945561),Aßmayergasse,Aßmayergasse,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Aßmayergasse&start=1,
OEFFHALTESTOGD.13934888,13934888,POINT (16.339681312025867 48.21128876971344),Josefstädter Straße (Innerer Gürtel),Josefstädter Straße (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.13934889,13934889,POINT (16.339681312025867 48.21128876971344),Josefstädter Straße (Innerer Gürtel),Josefstädter Straße (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.13934890,13934890,POINT (16.33854941304572 48.21130067013434),Josefstädter Straße (Äußerer Gürtel),Josefstädter Straße (Äußerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.13934891,13934891,POINT (16.33854941304572 48.21130067013434),Josefstädter Straße (Äußerer Gürtel),Josefstädter Straße (Äußerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.13934892,13934892,POINT (16.380258212465638 48.24400506960402),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.13934893,13934893,POINT (16.380258212465638 48.24400506960402),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.13934894,13934894,POINT (16.378111212718697 48.24416056942499),Friedrich-Engels-Platz (Adalbert-Stifter-Straße),Friedrich-Engels-Platz (Adalbert-Stifter-Straße),"N29,N31,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.13934895,13934895,POINT (16.378111212718697 48.24416056942499),Friedrich-Engels-Platz (Adalbert-Stifter-Straße),Friedrich-Engels-Platz (Adalbert-Stifter-Straße),"N29,N31,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.13934896,13934896,POINT (16.33976211262719 48.17924637005432),Flurschützstraße/Längenfeldgasse,Flurschützstraße/Längenfeldgasse,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Flurschützstraße/Längenfeldgasse&start=1,
OEFFHALTESTOGD.13934897,13934897,POINT (16.38640271265444 48.23867446933451),Allerheiligengasse,Allerheiligengasse,"11A,5A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Allerheiligengasse&start=1,
OEFFHALTESTOGD.13934898,13934898,POINT (16.342160612321194 48.21653246926765),Alser Straße (Innerer Gürtel),Alser Straße (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.13934899,13934899,POINT (16.342160612321194 48.21653246926765),Alser Straße (Innerer Gürtel),Alser Straße (Innerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.13934900,13934900,POINT (16.341433012875243 48.21713096973401),Alser Straße (Äußerer Gürtel),Alser Straße (Äußerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.13934901,13934901,POINT (16.341433012875243 48.21713096973401),Alser Straße (Äußerer Gürtel),Alser Straße (Äußerer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.13934902,13934902,POINT (16.36834651293963 48.23926077004762),Dietmayrgasse,Dietmayrgasse,"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Dietmayrgasse&start=1,
OEFFHALTESTOGD.13934903,13934903,POINT (16.3687597128318 48.239165069612305),Dietmayrgasse,Dietmayrgasse,"37A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Dietmayrgasse&start=1,
OEFFHALTESTOGD.13934904,13934904,POINT (16.353497412778907 48.23209866976513),Glatzgasse (Währinger Gürtel),Glatzgasse (Währinger Gürtel),"N36,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glatzgasse&start=1,
OEFFHALTESTOGD.13934905,13934905,POINT (16.353497412778907 48.23209866976513),Glatzgasse (Währinger Gürtel),Glatzgasse (Währinger Gürtel),"N36,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Glatzgasse&start=1,
OEFFHALTESTOGD.13934906,13934906,POINT (16.316837112515316 48.16540756926026),Altmannsdorfer Straße,Altmannsdorfer Straße,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Altmannsdorfer%20Straße&start=1,
OEFFHALTESTOGD.13934907,13934907,POINT (16.316630512584698 48.16492227007749),Altmannsdorfer Straße,Altmannsdorfer Straße,"64B,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Altmannsdorfer%20Straße&start=1,
OEFFHALTESTOGD.13934908,13934908,POINT (16.33810921187209 48.19121886953716),Gumpendorfer Straße (Innerer Mariahilfer Gürtel),Gumpendorfer Straße (Innerer Mariahilfer Gürtel),"N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.13934909,13934909,POINT (16.33810921187209 48.19121886953716),Gumpendorfer Straße (Innerer Mariahilfer Gürtel),Gumpendorfer Straße (Innerer Mariahilfer Gürtel),"N6,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.13934910,13934910,POINT (16.337121112267187 48.190440369241465),Gumpendorfer Straße (Äußerer Mariahilfer Gürtel),Gumpendorfer Straße (Äußerer Mariahilfer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.13934911,13934911,POINT (16.337121112267187 48.190440369241465),Gumpendorfer Straße (Äußerer Mariahilfer Gürtel),Gumpendorfer Straße (Äußerer Mariahilfer Gürtel),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.13934912,13934912,POINT (16.33540531286494 48.18897916967441),Fünfhausgasse,Fünfhausgasse,"57A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Fünfhausgasse&start=1,
OEFFHALTESTOGD.13934913,13934913,POINT (16.335297512235453 48.1890390693838),Fünfhausgasse,Fünfhausgasse,"57A,N8",,11,https://anachb.vor.at?P=SQ&input=Wien%20Fünfhausgasse&start=1,
OEFFHALTESTOGD.13934914,13934914,POINT (16.33903451249245 48.18110316968494),Hans-Mandl-Berufsschule (Längenfeldgasse),Hans-Mandl-Berufsschule (Längenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.13934915,13934915,POINT (16.33903451249245 48.18110316968494),Hans-Mandl-Berufsschule (Längenfeldgasse),Hans-Mandl-Berufsschule (Längenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.13934916,13934916,POINT (16.33827091270578 48.181738069354296),Hans-Mandl-Berufsschule (Längenfeldgasse),Hans-Mandl-Berufsschule (Längenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.13934917,13934917,POINT (16.33827091270578 48.181738069354296),Hans-Mandl-Berufsschule (Längenfeldgasse),Hans-Mandl-Berufsschule (Längenfeldgasse),N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.13934918,13934918,POINT (16.283330012321933 48.1347813693416),Liesing,Liesing,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.13934919,13934919,POINT (16.283330012321933 48.1347813693416),Liesing,Liesing,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.13934920,13934920,POINT (16.258967711870284 48.14502006987551),Lindauergasse,Lindauergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Lindauergasse&start=1,
OEFFHALTESTOGD.13934921,13934921,POINT (16.258967711870284 48.14502006987551),Lindauergasse,Lindauergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Lindauergasse&start=1,
OEFFHALTESTOGD.13934922,13934922,POINT (16.258087312655125 48.144984169454474),Lindauergasse,Lindauergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Lindauergasse&start=1,
OEFFHALTESTOGD.13934923,13934923,POINT (16.258087312655125 48.144984169454474),Lindauergasse,Lindauergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Lindauergasse&start=1,
OEFFHALTESTOGD.13934924,13934924,POINT (16.278236511779415 48.13603436973939),Löwenthalgasse,Löwenthalgasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Löwenthalgasse&start=1,
OEFFHALTESTOGD.13934925,13934925,POINT (16.278236511779415 48.13603436973939),Löwenthalgasse,Löwenthalgasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Löwenthalgasse&start=1,
OEFFHALTESTOGD.13934926,13934926,POINT (16.262920212802495 48.13579456973264),Maireckergasse,Maireckergasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Maireckergasse&start=1,
OEFFHALTESTOGD.13934927,13934927,POINT (16.262920212802495 48.13579456973264),Maireckergasse,Maireckergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Maireckergasse&start=1,
OEFFHALTESTOGD.13934928,13934928,POINT (16.26314481173633 48.13588446966213),Maireckergasse,Maireckergasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Maireckergasse&start=1,
OEFFHALTESTOGD.13934929,13934929,POINT (16.26314481173633 48.13588446966213),Maireckergasse,Maireckergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Maireckergasse&start=1,
OEFFHALTESTOGD.13934930,13934930,POINT (16.24498091177059 48.137760869255615),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Kirchenplatz&start=1,
OEFFHALTESTOGD.13934931,13934931,POINT (16.24498091281402 48.13762896944748),Kalksburg Kirchenplatz,Kalksburg Kirchenplatz,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Kirchenplatz&start=1,
OEFFHALTESTOGD.13934932,13934932,POINT (16.25928211287594 48.149281669375966),Kaserngasse,Kaserngasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaserngasse&start=1,
OEFFHALTESTOGD.13934933,13934933,POINT (16.259048511860183 48.14905987002988),Kaserngasse,Kaserngasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Kaserngasse&start=1,
OEFFHALTESTOGD.13934934,13934934,POINT (16.274697211889222 48.136993569832605),Korbgasse,Korbgasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Korbgasse&start=1,
OEFFHALTESTOGD.13934935,13934935,POINT (16.274697211889222 48.136993569832605),Korbgasse,Korbgasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Korbgasse&start=1,
OEFFHALTESTOGD.13934936,13934936,POINT (16.275335012158106 48.136807669660676),Korbgasse,Korbgasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Korbgasse&start=1,
OEFFHALTESTOGD.13934937,13934937,POINT (16.275335012158106 48.136807669660676),Korbgasse,Korbgasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Korbgasse&start=1,
OEFFHALTESTOGD.13934938,13934938,POINT (16.26198601295529 48.144582569243056),Maurer Berg,Maurer Berg,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Berg&start=1,
OEFFHALTESTOGD.13934939,13934939,POINT (16.262156712771496 48.144252869863635),Maurer Berg,Maurer Berg,"60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Berg&start=1,
OEFFHALTESTOGD.13934940,13934940,POINT (16.26845391278068 48.150600169916736),Maurer Hauptplatz,Maurer Hauptplatz,"56A,60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Hauptplatz&start=1,
OEFFHALTESTOGD.13934941,13934941,POINT (16.26845391278068 48.150600169916736),Maurer Hauptplatz,Maurer Hauptplatz,"56A,60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Maurer%20Hauptplatz&start=1,
OEFFHALTESTOGD.13934942,13934942,POINT (16.27706871252928 48.13668176949791),Fabergasse,Fabergasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.13934943,13934943,POINT (16.27706871252928 48.13668176949791),Fabergasse,Fabergasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Fabergasse&start=1,
OEFFHALTESTOGD.13934944,13934944,POINT (16.261366211864864 48.1343196694686),Rodaun (Manowardagasse),Rodaun (Manowardagasse),"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodaun&start=1,
OEFFHALTESTOGD.13934945,13934945,POINT (16.261366211864864 48.1343196694686),Rodaun (Manowardagasse),Rodaun (Manowardagasse),"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodaun&start=1,
OEFFHALTESTOGD.13934946,13934946,POINT (16.261707512139857 48.133546369512594),Rodaun (Ketzergasse),Rodaun (Ketzergasse),"206,249,253,255,259,60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Rodaun&start=1,
OEFFHALTESTOGD.13934947,13934947,POINT (16.261707512139857 48.133546369512594),Rodaun (Ketzergasse),Rodaun (Ketzergasse),"206,249,253,255,259,60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodaun&start=1,
OEFFHALTESTOGD.13934948,13934948,POINT (16.260126512216264 48.13912166958117),Rodauner Straße,Rodauner Straße,"60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.13934949,13934949,POINT (16.260243312572307 48.1388878698245),Rodauner Straße,Rodauner Straße,"60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rodauner%20Straße&start=1,
OEFFHALTESTOGD.13934950,13934950,POINT (16.26148291197321 48.143012069776304),Rudolf-Waisenhorn-Gasse,Rudolf-Waisenhorn-Gasse,"60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rudolf-Waisenhorn-Gasse&start=1,
OEFFHALTESTOGD.13934951,13934951,POINT (16.26167161299787 48.14305406959166),Rudolf-Waisenhorn-Gasse,Rudolf-Waisenhorn-Gasse,"60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Rudolf-Waisenhorn-Gasse&start=1,
OEFFHALTESTOGD.13934952,13934952,POINT (16.27199321261759 48.136058269858616),Pumgasse,Pumgasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Pumgasse&start=1,
OEFFHALTESTOGD.13934953,13934953,POINT (16.27199321261759 48.136058269858616),Pumgasse,Pumgasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Pumgasse&start=1,
OEFFHALTESTOGD.13934954,13934954,POINT (16.27197531288781 48.13596836969367),Pumgasse,Pumgasse,"60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Pumgasse&start=1,
OEFFHALTESTOGD.13934955,13934955,POINT (16.27197531288781 48.13596836969367),Pumgasse,Pumgasse,"60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Pumgasse&start=1,
OEFFHALTESTOGD.13934956,13934956,POINT (16.264177911831798 48.15187076994034),Gebirgsgasse,Gebirgsgasse,"56A,60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Gebirgsgasse&start=1,
OEFFHALTESTOGD.13934957,13934957,POINT (16.264177911831798 48.15187076994034),Gebirgsgasse,Gebirgsgasse,"56A,60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Gebirgsgasse&start=1,
OEFFHALTESTOGD.13934958,13934958,POINT (16.263306512655884 48.15176886922417),Gebirgsgasse,Gebirgsgasse,N61,,13,https://anachb.vor.at?P=SQ&input=Wien%20Gebirgsgasse&start=1,
OEFFHALTESTOGD.13934959,13934959,POINT (16.263306512655884 48.15176886922417),Gebirgsgasse,Gebirgsgasse,N61,,13,https://anachb.vor.at?P=SQ&input=Wien%20Gebirgsgasse&start=1,
OEFFHALTESTOGD.13934960,13934960,POINT (16.25784481272343 48.13746717009461),Willerbrücke,Willerbrücke,"253,257,60A,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Willerbrücke&start=1,
OEFFHALTESTOGD.13934961,13934961,POINT (16.25784481272343 48.13746717009461),Willerbrücke,Willerbrücke,"253,257,60A,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Willerbrücke&start=1,
OEFFHALTESTOGD.13934962,13934962,POINT (16.25756631298915 48.13685566994952),Willerbrücke,Willerbrücke,"250,253,60A,N60,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Willerbrücke&start=1,
OEFFHALTESTOGD.13934963,13934963,POINT (16.25756631298915 48.13685566994952),Willerbrücke,Willerbrücke,"250,253,60A,N60,N61",,13,https://anachb.vor.at?P=SQ&input=Wien%20Willerbrücke&start=1,
OEFFHALTESTOGD.13934964,13934964,POINT (16.238899312315166 48.13800066926467),Kalksburg Lodererweg,Kalksburg Lodererweg,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Lodererweg&start=1,
OEFFHALTESTOGD.13934965,13934965,POINT (16.238899312315166 48.13800066926467),Kalksburg Lodererweg,Kalksburg Lodererweg,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Lodererweg&start=1,
OEFFHALTESTOGD.13934966,13934966,POINT (16.23857591253956 48.1379346692466),Kalksburg Lodererweg,Kalksburg Lodererweg,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Lodererweg&start=1,
OEFFHALTESTOGD.13934967,13934967,POINT (16.23857591253956 48.1379346692466),Kalksburg Lodererweg,Kalksburg Lodererweg,"250,253,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Kalksburg%20Lodererweg&start=1,
OEFFHALTESTOGD.13934968,13934968,POINT (16.25702731217803 48.133930069446386),Willergasse/Schule,Willergasse/Schule,"250,253,60A,N60,N61",,12,https://anachb.vor.at?P=SQ&input=Wien%20Willergasse/Schule&start=1,
OEFFHALTESTOGD.13933506,13933506,POINT (16.384013112350825 48.225605869734395),Am Tabor,Am Tabor,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Tabor&start=1,
OEFFHALTESTOGD.13933507,13933507,POINT (16.384022113124967 48.2251031698672),Am Tabor,Am Tabor,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Tabor&start=1,
OEFFHALTESTOGD.13933508,13933508,POINT (16.38375261226643 48.22551606937837),Am Tabor,Am Tabor,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Am%20Tabor&start=1,
